District,Month,Visitors,Year,Season
Kamareddy,8,50,2022.0,Monsoon
Kamareddy,9,50,2022.0,Monsoon
Kamareddy,10,52,2022.0,Autumn
Kamareddy,11,51,2022.0,Autumn
Kamareddy,12,48,2022.0,Winter
Karimnagar,1,5011,2022.0,Winter
Karimnagar,2,4564,2022.0,Winter
Karimnagar,3,5979,2022.0,Summer
Karimnagar,4,2259,2022.0,Summer
Karimnagar,5,4620,2022.0,Summer
Karimnagar,6,3175,2022.0,Monsoon
Karimnagar,7,5235,2022.0,Monsoon
Karimnagar,8,3620,2022.0,Monsoon
Karimnagar,9,5095,2022.0,Monsoon
Karimnagar,10,5625,2022.0,Autumn
Karimnagar,11,6115,2022.0,Autumn
Karimnagar,12,7440,2022.0,Winter
Khammam,1,38645,2022.0,Winter
Khammam,2,62355,2022.0,Winter
Khammam,3,42502,2022.0,Summer
Khammam,4,53897,2022.0,Summer
Khammam,5,66404,2022.0,Summer
Khammam,6,68590,2022.0,Monsoon
Khammam,7,44448,2022.0,Monsoon
Khammam,8,27651,2022.0,Monsoon
Khammam,9,31088,2022.0,Monsoon
Khammam,10,39455,2022.0,Autumn
Khammam,11,42806,2022.0,Autumn
Khammam,12,56856,2022.0,Winter
KornaramBheentAsiTabad,1,619,2022.0,Winter
KornaramBheentAsiTabad,2,679,2022.0,Winter
KornaramBheentAsiTabad,3,689,2022.0,Summer
KornaramBheentAsiTabad,4,397,2022.0,Summer
KornaramBheentAsiTabad,5,549,2022.0,Summer
KornaramBheentAsiTabad,6,684,2022.0,Monsoon
KornaramBheentAsiTabad,7,587,2022.0,Monsoon
KornaramBheentAsiTabad,8,642,2022.0,Monsoon
KornaramBheentAsiTabad,9,813,2022.0,Monsoon
KornaramBheentAsiTabad,10,802,2022.0,Autumn
KornaramBheentAsiTabad,11,1031,2022.0,Autumn
KornaramBheentAsiTabad,12,1213,2022.0,Winter
Mahabubabad,1,3410,2022.0,Winter
Mahabubabad,2,3370,2022.0,Winter
Mahabubabad,3,3380,2022.0,Summer
Mahabubabad,4,3550,2022.0,Summer
Mahabubabad,5,3625,2022.0,Summer
Mahabubabad,6,3415,2022.0,Monsoon
Mahabubabad,7,3180,2022.0,Monsoon
Mahabubabad,8,3270,2022.0,Monsoon
Mahabubabad,9,3310,2022.0,Monsoon
Mahabubabad,10,3240,2022.0,Autumn
Mahabubabad,11,3250,2022.0,Autumn
Mahabubabad,12,3180,2022.0,Winter
Mahbubnagar,1,269141,2022.0,Winter
Mahbubnagar,2,490326,2022.0,Winter
Mahbubnagar,3,388498,2022.0,Summer
Mahbubnagar,4,267529,2022.0,Summer
Mahbubnagar,5,230417,2022.0,Summer
Mahbubnagar,6,191442,2022.0,Monsoon
Mahbubnagar,7,227062,2022.0,Monsoon
Mahbubnagar,8,235700,2022.0,Monsoon
Mahbubnagar,9,225500,2022.0,Monsoon
Mahbubnagar,10,221400,2022.0,Autumn
Mahbubnagar,11,270200,2022.0,Autumn
Mahbubnagar,12,203200,2022.0,Winter
Mancherial,1,9540,2022.0,Winter
Mancherial,2,11210,2022.0,Winter
Mancherial,3,10089,2022.0,Summer
Mancherial,4,7847,2022.0,Summer
Mancherial,5,9538,2022.0,Summer
Mancherial,6,10244,2022.0,Monsoon
Mancherial,7,11763,2022.0,Monsoon
Mancherial,8,10255,2022.0,Monsoon
Mancherial,9,10855,2022.0,Monsoon
Mancherial,10,12198,2022.0,Autumn
Mancherial,11,11550,2022.0,Autumn
Mancherial,12,12346,2022.0,Winter
Medak,1,12232,2022.0,Winter
Medak,2,17705,2022.0,Winter
Medak,3,1500322,2022.0,Summer
Medak,4,70295,2022.0,Summer
Medak,5,80288,2022.0,Summer
Medak,6,45000,2022.0,Monsoon
Medak,7,35488,2022.0,Monsoon
Medak,8,30575,2022.0,Monsoon
Medak,9,31773,2022.0,Monsoon
Medak,10,45262,2022.0,Autumn
Medak,11,50234,2022.0,Autumn
Medak,12,42236,2022.0,Winter
Mulugu,1,2547050,2022.0,Winter
Mulugu,2,8049800,2022.0,Winter
Mulugu,3,47500,2022.0,Summer
Mulugu,4,48502,2022.0,Summer
Mulugu,5,47342,2022.0,Summer
Mulugu,6,47332,2022.0,Monsoon
Mulugu,7,48355,2022.0,Monsoon
Mulugu,8,50064,2022.0,Monsoon
Mulugu,9,50503,2022.0,Monsoon
Mulugu,10,51654,2022.0,Autumn
Mulugu,11,50273,2022.0,Autumn
Mulugu,12,49398,2022.0,Winter
Nagarkurnool,1,198660,2022.0,Winter
Nagarkurnool,2,128680,2022.0,Winter
Nagarkurnool,3,147400,2022.0,Summer
Nagarkurnool,4,188600,2022.0,Summer
Nagarkurnool,5,131000,2022.0,Summer
Nagarkurnool,6,101350,2022.0,Monsoon
Nagarkurnool,7,116400,2022.0,Monsoon
Nagarkurnool,8,126500,2022.0,Monsoon
Nagarkurnool,9,124000,2022.0,Monsoon
Nagarkurnool,10,136400,2022.0,Autumn
Nagarkurnool,11,139250,2022.0,Autumn
Nagarkurnool,12,140000,2022.0,Winter
Nalgonda & Suryapet,1,18165,2022.0,Winter
Nalgonda & Suryapet,2,12694,2022.0,Winter
Nalgonda & Suryapet,3,11565,2022.0,Summer
Nalgonda & Suryapet,4,8922,2022.0,Summer
Nalgonda & Suryapet,5,12508,2022.0,Summer
Nalgonda & Suryapet,6,17231,2022.0,Monsoon
Nalgonda & Suryapet,7,21554,2022.0,Monsoon
Nalgonda & Suryapet,8,30041,2022.0,Monsoon
Nalgonda & Suryapet,9,22875,2022.0,Monsoon
Nalgonda & Suryapet,10,31877,2022.0,Autumn
Nalgonda & Suryapet,11,17501,2022.0,Autumn
Nalgonda & Suryapet,12,20344,2022.0,Winter
Narayanapet,1,23800,2022.0,Winter
Narayanapet,2,99700,2022.0,Winter
Narayanapet,3,130000,2022.0,Summer
Narayanapet,4,170500,2022.0,Summer
Narayanapet,5,15600,2022.0,Summer
Narayanapet,6,11200,2022.0,Monsoon
Narayanapet,7,12400,2022.0,Monsoon
Narayanapet,8,11900,2022.0,Monsoon
Narayanapet,9,10800,2022.0,Monsoon
Narayanapet,10,9400,2022.0,Autumn
Narayanapet,11,11150,2022.0,Autumn
Narayanapet,12,15750,2022.0,Winter
Nirmal,1,230377,2022.0,Winter
Nirmal,2,278184,2022.0,Winter
Nirmal,3,334135,2022.0,Summer
Nirmal,4,275087,2022.0,Summer
Nirmal,5,302772,2022.0,Summer
Nirmal,6,389714,2022.0,Monsoon
Nirmal,7,333767,2022.0,Monsoon
Nirmal,8,344930,2022.0,Monsoon
Nirmal,9,318387,2022.0,Monsoon
Nirmal,10,325830,2022.0,Autumn
Nirmal,11,408666,2022.0,Autumn
Nirmal,12,363179,2022.0,Winter
Nizamabad,1,12881,2022.0,Winter
Nizamabad,2,75753,2022.0,Winter
Nizamabad,3,106250,2022.0,Summer
Nizamabad,4,10875,2022.0,Summer
Nizamabad,5,17259,2022.0,Summer
Nizamabad,6,16640,2022.0,Monsoon
Nizamabad,7,11758,2022.0,Monsoon
Nizamabad,8,19056,2022.0,Monsoon
Nizamabad,9,16124,2022.0,Monsoon
Nizamabad,10,28465,2022.0,Autumn
Nizamabad,11,43667,2022.0,Autumn
Nizamabad,12,38483,2022.0,Winter
Peddapalli,1,1635,2022.0,Winter
Peddapalli,2,1675,2022.0,Winter
Peddapalli,3,478,2022.0,Summer
Peddapalli,4,516,2022.0,Summer
Peddapalli,5,1750,2022.0,Summer
Peddapalli,6,620,2022.0,Monsoon
Peddapalli,7,1550,2022.0,Monsoon
Peddapalli,8,750,2022.0,Monsoon
Peddapalli,9,765,2022.0,Monsoon
Peddapalli,10,1835,2022.0,Autumn
Peddapalli,11,2185,2022.0,Autumn
Peddapalli,12,920,2022.0,Winter
RajannaSircilla,1,685642,2022.0,Winter
RajannaSircilla,2,622385,2022.0,Winter
RajannaSircilla,3,544400,2022.0,Summer
RajannaSircilla,4,472924,2022.0,Summer
RajannaSircilla,5,559320,2022.0,Summer
RajannaSircilla,6,538663,2022.0,Monsoon
RajannaSircilla,7,217276,2022.0,Monsoon
RajannaSircilla,8,476608,2022.0,Monsoon
RajannaSircilla,9,285048,2022.0,Monsoon
RajannaSircilla,10,316687,2022.0,Autumn
RajannaSircilla,11,390875,2022.0,Autumn
RajannaSircilla,12,394472,2022.0,Winter
Sangareddy,1,115988,2022.0,Winter
Sangareddy,2,130632,2022.0,Winter
Sangareddy,3,417000,2022.0,Summer
Sangareddy,4,72000,2022.0,Summer
Sangareddy,5,82500,2022.0,Summer
Sangareddy,6,81000,2022.0,Monsoon
Sangareddy,7,85000,2022.0,Monsoon
Sangareddy,8,160000,2022.0,Monsoon
Sangareddy,9,129000,2022.0,Monsoon
Sangareddy,10,151000,2022.0,Autumn
Sangareddy,11,180205,2022.0,Autumn
Sangareddy,12,160854,2022.0,Winter
Siddipet,1,161000,2022.0,Winter
Siddipet,2,222250,2022.0,Winter
Siddipet,3,108750,2022.0,Summer
Siddipet,4,114311,2022.0,Summer
Siddipet,5,144239,2022.0,Summer
Siddipet,6,104583,2022.0,Monsoon
Siddipet,7,59832,2022.0,Monsoon
Siddipet,8,106635,2022.0,Monsoon
Siddipet,9,67500,2022.0,Monsoon
Siddipet,10,78009,2022.0,Autumn
Siddipet,11,136709,2022.0,Autumn
Siddipet,12,113370,2022.0,Winter
Wanaparthy,1,30000,2022.0,Winter
Wanaparthy,2,19000,2022.0,Winter
Wanaparthy,3,21000,2022.0,Summer
Wanaparthy,4,22250,2022.0,Summer
Wanaparthy,5,17000,2022.0,Summer
Wanaparthy,6,12200,2022.0,Monsoon
Wanaparthy,7,13200,2022.0,Monsoon
Wanaparthy,8,15700,2022.0,Monsoon
Wanaparthy,9,13000,2022.0,Monsoon
Wanaparthy,10,12000,2022.0,Autumn
Wanaparthy,11,12600,2022.0,Autumn
Wanaparthy,12,12000,2022.0,Winter
Warangal,1,5810,2022.0,Winter
Warangal,2,5543,2022.0,Winter
Warangal,3,5650,2022.0,Summer
Warangal,4,6626,2022.0,Summer
Warangal,5,6500,2022.0,Summer
Warangal,6,6459,2022.0,Monsoon
Warangal,7,7285,2022.0,Monsoon
Warangal,8,15724,2022.0,Monsoon
Warangal,9,14681,2022.0,Monsoon
Warangal,10,14476,2022.0,Autumn
Warangal,11,14631,2022.0,Autumn
Warangal,12,14550,2022.0,Winter
YadadriBhongir,1,550000,2022.0,Winter
YadadriBhongir,2,500000,2022.0,Winter
YadadriBhongir,3,600000,2022.0,Summer
YadadriBhongir,4,651276,2022.0,Summer
YadadriBhongir,5,801312,2022.0,Summer
YadadriBhongir,6,762672,2022.0,Monsoon
YadadriBhongir,7,370064,2022.0,Monsoon
YadadriBhongir,8,597045,2022.0,Monsoon
YadadriBhongir,9,328666,2022.0,Monsoon
YadadriBhongir,10,640912,2022.0,Autumn
YadadriBhongir,11,751364,2022.0,Autumn
YadadriBhongir,12,1012272,2022.0,Winter
Adilabad,1,0,2020.0,Winter
Adilabad,2,0,2020.0,Winter
Adilabad,3,0,2020.0,Summer
Adilabad,4,0,2020.0,Summer
Adilabad,5,0,2020.0,Summer
Adilabad,6,0,2020.0,Monsoon
Adilabad,7,0,2020.0,Monsoon
Adilabad,8,0,2020.0,Monsoon
Adilabad,9,0,2020.0,Monsoon
Adilabad,10,0,2020.0,Autumn
Adilabad,11,0,2020.0,Autumn
Adilabad,12,0,2020.0,Winter
Bhadradri Kothagudem ,1,0,2020.0,Winter
Bhadradri Kothagudem ,2,0,2020.0,Winter
Bhadradri Kothagudem ,3,0,2020.0,Summer
Bhadradri Kothagudem ,4,0,2020.0,Summer
Bhadradri Kothagudem ,5,0,2020.0,Summer
Bhadradri Kothagudem ,6,0,2020.0,Monsoon
Bhadradri Kothagudem ,7,0,2020.0,Monsoon
Bhadradri Kothagudem ,8,0,2020.0,Monsoon
Bhadradri Kothagudem ,9,0,2020.0,Monsoon
Bhadradri Kothagudem ,10,0,2020.0,Autumn
Bhadradri Kothagudem ,11,0,2020.0,Autumn
Bhadradri Kothagudem ,12,0,2020.0,Winter
Hyderabad,1,25174,2020.0,Winter
Hyderabad,2,16521,2020.0,Winter
Hyderabad,3,3724,2020.0,Summer
Hyderabad,9,6,2020.0,Monsoon
Hyderabad,10,76,2020.0,Autumn
Hyderabad,11,128,2020.0,Autumn
Hyderabad,12,230,2020.0,Winter
Jagtial ,1,0,2020.0,Winter
Jagtial ,2,0,2020.0,Winter
Jagtial ,3,0,2020.0,Summer
Jagtial ,4,0,2020.0,Summer
Jagtial ,5,0,2020.0,Summer
Jagtial ,6,0,2020.0,Monsoon
Jagtial ,7,0,2020.0,Monsoon
Jagtial ,8,0,2020.0,Monsoon
Jagtial ,9,0,2020.0,Monsoon
Jagtial ,10,0,2020.0,Autumn
Jagtial ,11,0,2020.0,Autumn
Jagtial ,12,0,2020.0,Winter
Jangaon ,1,0,2020.0,Winter
Jangaon ,2,0,2020.0,Winter
Jangaon ,3,0,2020.0,Summer
Jangaon ,4,0,2020.0,Summer
Jangaon ,5,0,2020.0,Summer
Jangaon ,6,0,2020.0,Monsoon
Jangaon ,7,0,2020.0,Monsoon
Jangaon ,8,0,2020.0,Monsoon
Jangaon ,9,0,2020.0,Monsoon
Jangaon ,10,0,2020.0,Autumn
Jangaon ,11,0,2020.0,Autumn
Jangaon ,12,0,2020.0,Winter
Jayashankar Bhoopalpally,1,0,2020.0,Winter
Jayashankar Bhoopalpally,2,0,2020.0,Winter
Jayashankar Bhoopalpally,3,0,2020.0,Summer
Jayashankar Bhoopalpally,4,0,2020.0,Summer
Jayashankar Bhoopalpally,5,0,2020.0,Summer
Jayashankar Bhoopalpally,6,0,2020.0,Monsoon
Jayashankar Bhoopalpally,7,0,2020.0,Monsoon
Jayashankar Bhoopalpally,8,0,2020.0,Monsoon
Jayashankar Bhoopalpally,9,0,2020.0,Monsoon
Jayashankar Bhoopalpally,10,0,2020.0,Autumn
Jayashankar Bhoopalpally,11,0,2020.0,Autumn
Jayashankar Bhoopalpally,12,0,2020.0,Winter
Jogulamba Gadwal ,1,36,2020.0,Winter
Jogulamba Gadwal ,2,6,2020.0,Winter
Jogulamba Gadwal ,3,0,2020.0,Summer
Jogulamba Gadwal ,4,0,2020.0,Summer
Jogulamba Gadwal ,5,0,2020.0,Summer
Jogulamba Gadwal ,6,0,2020.0,Monsoon
Jogulamba Gadwal ,7,0,2020.0,Monsoon
Jogulamba Gadwal ,8,0,2020.0,Monsoon
Jogulamba Gadwal ,9,0,2020.0,Monsoon
Jogulamba Gadwal ,10,0,2020.0,Autumn
Jogulamba Gadwal ,11,0,2020.0,Autumn
Jogulamba Gadwal ,12,0,2020.0,Winter
Kamareddy ,1,0,2020.0,Winter
Kamareddy ,2,0,2020.0,Winter
Kamareddy ,3,0,2020.0,Summer
Kamareddy ,4,0,2020.0,Summer
Kamareddy ,5,0,2020.0,Summer
Kamareddy ,6, ,2020.0,Monsoon
Kamareddy ,7,0,2020.0,Monsoon
Kamareddy ,8,0,2020.0,Monsoon
Kamareddy ,9,0,2020.0,Monsoon
Kamareddy ,10,0,2020.0,Autumn
Kamareddy ,11,0,2020.0,Autumn
Kamareddy ,12,0,2020.0,Winter
Karimnagar ,1,0,2020.0,Winter
Karimnagar ,2,0,2020.0,Winter
Karimnagar ,3,0,2020.0,Summer
Karimnagar ,4,0,2020.0,Summer
Karimnagar ,5,0,2020.0,Summer
Karimnagar ,6,0,2020.0,Monsoon
Karimnagar ,7,0,2020.0,Monsoon
Karimnagar ,8,0,2020.0,Monsoon
Karimnagar ,9,0,2020.0,Monsoon
Karimnagar ,10,0,2020.0,Autumn
Karimnagar ,11,0,2020.0,Autumn
Karimnagar ,12,0,2020.0,Winter
Khammam,1,0,2020.0,Winter
Khammam,2,0,2020.0,Winter
Khammam,3,0,2020.0,Summer
Khammam,4,0,2020.0,Summer
Khammam,5,0,2020.0,Summer
Khammam,6,0,2020.0,Monsoon
Khammam,7,0,2020.0,Monsoon
Khammam,8,0,2020.0,Monsoon
Khammam,9,0,2020.0,Monsoon
Khammam,10,0,2020.0,Autumn
Khammam,11,0,2020.0,Autumn
Khammam,12,0,2020.0,Winter
Komaram Bheem Asifabad,1,0,2020.0,Winter
Komaram Bheem Asifabad,2,0,2020.0,Winter
Komaram Bheem Asifabad,3,0,2020.0,Summer
Komaram Bheem Asifabad,4,0,2020.0,Summer
Komaram Bheem Asifabad,5,0,2020.0,Summer
Komaram Bheem Asifabad,6,0,2020.0,Monsoon
Komaram Bheem Asifabad,7,0,2020.0,Monsoon
Komaram Bheem Asifabad,8,0,2020.0,Monsoon
Komaram Bheem Asifabad,9,0,2020.0,Monsoon
Komaram Bheem Asifabad,10,0,2020.0,Autumn
Komaram Bheem Asifabad,11,0,2020.0,Autumn
Komaram Bheem Asifabad,12,0,2020.0,Winter
Mahabubabad ,1,0,2020.0,Winter
Mahabubabad ,2,0,2020.0,Winter
Mahabubabad ,3,0,2020.0,Summer
Mahabubabad ,4,0,2020.0,Summer
Mahabubabad ,5,0,2020.0,Summer
Mahabubabad ,6,0,2020.0,Monsoon
Mahabubabad ,7,0,2020.0,Monsoon
Mahabubabad ,8,0,2020.0,Monsoon
Mahabubabad ,9,0,2020.0,Monsoon
Mahabubabad ,10,0,2020.0,Autumn
Mahabubabad ,11,0,2020.0,Autumn
Mahabubabad ,12,0,2020.0,Winter
Mahbubnagar,1,45,2020.0,Winter
Mahbubnagar,2,29,2020.0,Winter
Mahbubnagar,3,0,2020.0,Summer
Mahbubnagar,4,0,2020.0,Summer
Mahbubnagar,5,0,2020.0,Summer
Mahbubnagar,6,0,2020.0,Monsoon
Mahbubnagar,7,0,2020.0,Monsoon
Mahbubnagar,8,0,2020.0,Monsoon
Mahbubnagar,9,0,2020.0,Monsoon
Mahbubnagar,10,0,2020.0,Autumn
Mahbubnagar,11,0,2020.0,Autumn
Mahbubnagar,12,0,2020.0,Winter
Mancherial,1,0,2020.0,Winter
Mancherial,2,0,2020.0,Winter
Mancherial,3,0,2020.0,Summer
Mancherial,4,0,2020.0,Summer
Mancherial,5,0,2020.0,Summer
Mancherial,6,0,2020.0,Monsoon
Mancherial,7,0,2020.0,Monsoon
Mancherial,8,0,2020.0,Monsoon
Mancherial,9,0,2020.0,Monsoon
Mancherial,10,0,2020.0,Autumn
Mancherial,11,0,2020.0,Autumn
Mancherial,12,0,2020.0,Winter
Medak ,1,0,2020.0,Winter
Medak ,2,0,2020.0,Winter
Medak ,3,0,2020.0,Summer
Medak ,4,0,2020.0,Summer
Medak ,5,0,2020.0,Summer
Medak ,6,0,2020.0,Monsoon
Medak ,7,0,2020.0,Monsoon
Medak ,8,0,2020.0,Monsoon
Medak ,9,0,2020.0,Monsoon
Medak ,10,0,2020.0,Autumn
Medak ,11,0,2020.0,Autumn
Medak ,12,0,2020.0,Winter
Medchal ,1, ,2020.0,Winter
Medchal ,2, ,2020.0,Winter
Medchal ,3, ,2020.0,Summer
Medchal ,4, ,2020.0,Summer
Medchal ,5, ,2020.0,Summer
Medchal ,6, ,2020.0,Monsoon
Medchal ,7, ,2020.0,Monsoon
Medchal ,8, ,2020.0,Monsoon
Medchal ,9, ,2020.0,Monsoon
Medchal ,10, ,2020.0,Autumn
Medchal ,11, ,2020.0,Autumn
Medchal ,12, ,2020.0,Winter
Mulugu,1,70,2020.0,Winter
Mulugu,2,60,2020.0,Winter
Mulugu,3,15,2020.0,Summer
Mulugu,4,0,2020.0,Summer
Mulugu,5,0,2020.0,Summer
Mulugu,6,0,2020.0,Monsoon
Mulugu,7,0,2020.0,Monsoon
Mulugu,8,0,2020.0,Monsoon
Mulugu,9,0,2020.0,Monsoon
Mulugu,10,0,2020.0,Autumn
Mulugu,11,0,2020.0,Autumn
Mulugu,12,0,2020.0,Winter
Nagarkurnool ,1,35,2020.0,Winter
Nagarkurnool ,2,15,2020.0,Winter
Nagarkurnool ,3,0,2020.0,Summer
Nagarkurnool ,4,0,2020.0,Summer
Nagarkurnool ,5,0,2020.0,Summer
Nagarkurnool ,6,0,2020.0,Monsoon
Nagarkurnool ,7,0,2020.0,Monsoon
Nagarkurnool ,8,0,2020.0,Monsoon
Nagarkurnool ,9,0,2020.0,Monsoon
Nagarkurnool ,10,0,2020.0,Autumn
Nagarkurnool ,11,0,2020.0,Autumn
Nagarkurnool ,12,0,2020.0,Winter
Nalgonda,1,0,2020.0,Winter
Nalgonda,2,0,2020.0,Winter
Nalgonda,3,0,2020.0,Summer
Nalgonda,4,0,2020.0,Summer
Nalgonda,5,0,2020.0,Summer
Nalgonda,6,0,2020.0,Monsoon
Nalgonda,7,0,2020.0,Monsoon
Nalgonda,8,0,2020.0,Monsoon
Nalgonda,9,0,2020.0,Monsoon
Nalgonda,10,0,2020.0,Autumn
Nalgonda,11,0,2020.0,Autumn
Nalgonda,12,0,2020.0,Winter
Narayanpet,1,0,2020.0,Winter
Narayanpet,2,0,2020.0,Winter
Narayanpet,3,0,2020.0,Summer
Narayanpet,4,0,2020.0,Summer
Narayanpet,5,0,2020.0,Summer
Narayanpet,6,0,2020.0,Monsoon
Narayanpet,7,0,2020.0,Monsoon
Narayanpet,8,0,2020.0,Monsoon
Narayanpet,9,0,2020.0,Monsoon
Narayanpet,10,0,2020.0,Autumn
Narayanpet,11,0,2020.0,Autumn
Narayanpet,12,0,2020.0,Winter
Nirmal,1,0,2020.0,Winter
Nirmal,2,0,2020.0,Winter
Nirmal,3,0,2020.0,Summer
Nirmal,4,0,2020.0,Summer
Nirmal,5,0,2020.0,Summer
Nirmal,6,0,2020.0,Monsoon
Nirmal,7,0,2020.0,Monsoon
Nirmal,8,0,2020.0,Monsoon
Nirmal,9,0,2020.0,Monsoon
Nirmal,10,0,2020.0,Autumn
Nirmal,11,0,2020.0,Autumn
Nirmal,12,0,2020.0,Winter
Nizamabad,1,0,2020.0,Winter
Nizamabad,2,0,2020.0,Winter
Nizamabad,3,0,2020.0,Summer
Nizamabad,4,0,2020.0,Summer
Nizamabad,5,0,2020.0,Summer
Nizamabad,6,0,2020.0,Monsoon
Nizamabad,7,0,2020.0,Monsoon
Nizamabad,8,0,2020.0,Monsoon
Nizamabad,9,0,2020.0,Monsoon
Nizamabad,10,0,2020.0,Autumn
Nizamabad,11,0,2020.0,Autumn
Nizamabad,12,0,2020.0,Winter
Peddapalli,1,0,2020.0,Winter
Peddapalli,2,0,2020.0,Winter
Peddapalli,3,0,2020.0,Summer
Peddapalli,4,0,2020.0,Summer
Peddapalli,5,0,2020.0,Summer
Peddapalli,6,0,2020.0,Monsoon
Peddapalli,7,0,2020.0,Monsoon
Peddapalli,8,0,2020.0,Monsoon
Peddapalli,9,0,2020.0,Monsoon
Peddapalli,10,0,2020.0,Autumn
Peddapalli,11,0,2020.0,Autumn
Peddapalli,12,0,2020.0,Winter
Rajanna Sircilla ,1,0,2020.0,Winter
Rajanna Sircilla ,2,0,2020.0,Winter
Rajanna Sircilla ,3,0,2020.0,Summer
Rajanna Sircilla ,4,0,2020.0,Summer
Rajanna Sircilla ,5,0,2020.0,Summer
Rajanna Sircilla ,6,0,2020.0,Monsoon
Rajanna Sircilla ,7,0,2020.0,Monsoon
Rajanna Sircilla ,8,0,2020.0,Monsoon
Rajanna Sircilla ,9,0,2020.0,Monsoon
Rajanna Sircilla ,10,0,2020.0,Autumn
Rajanna Sircilla ,11,0,2020.0,Autumn
Rajanna Sircilla ,12,0,2020.0,Winter
Sangareddy ,1,0,2020.0,Winter
Sangareddy ,2,0,2020.0,Winter
Sangareddy ,3,0,2020.0,Summer
Sangareddy ,4,0,2020.0,Summer
Sangareddy ,5,0,2020.0,Summer
Sangareddy ,6,0,2020.0,Monsoon
Sangareddy ,7,0,2020.0,Monsoon
Sangareddy ,8,0,2020.0,Monsoon
Sangareddy ,9,0,2020.0,Monsoon
Sangareddy ,10,0,2020.0,Autumn
Sangareddy ,11,0,2020.0,Autumn
Sangareddy ,12,0,2020.0,Winter
Siddipet,1,0,2020.0,Winter
Siddipet,2,0,2020.0,Winter
Siddipet,3,0,2020.0,Summer
Siddipet,4,0,2020.0,Summer
Siddipet,5,0,2020.0,Summer
Siddipet,6,0,2020.0,Monsoon
Siddipet,7,0,2020.0,Monsoon
Siddipet,8,0,2020.0,Monsoon
Siddipet,9,0,2020.0,Monsoon
Siddipet,10,0,2020.0,Autumn
Siddipet,11,0,2020.0,Autumn
Siddipet,12,0,2020.0,Winter
Suryapet,1,0,2020.0,Winter
Suryapet,2,0,2020.0,Winter
Suryapet,3,0,2020.0,Summer
Suryapet,4,0,2020.0,Summer
Suryapet,5,0,2020.0,Summer
Suryapet,6,0,2020.0,Monsoon
Suryapet,7,0,2020.0,Monsoon
Suryapet,8,0,2020.0,Monsoon
Suryapet,9,0,2020.0,Monsoon
Suryapet,10,0,2020.0,Autumn
Suryapet,11,0,2020.0,Autumn
Suryapet,12,0,2020.0,Winter
Wanaparthy ,1,0,2020.0,Winter
Wanaparthy ,2,0,2020.0,Winter
Wanaparthy ,3,0,2020.0,Summer
Wanaparthy ,4,0,2020.0,Summer
Wanaparthy ,5,0,2020.0,Summer
Wanaparthy ,6,0,2020.0,Monsoon
Wanaparthy ,7,0,2020.0,Monsoon
Wanaparthy ,8,0,2020.0,Monsoon
Wanaparthy ,9,0,2020.0,Monsoon
Wanaparthy ,10,0,2020.0,Autumn
Wanaparthy ,11,0,2020.0,Autumn
Wanaparthy ,12,0,2020.0,Winter
Warangal (Rural),1,0,2020.0,Winter
Warangal (Rural),2,0,2020.0,Winter
Warangal (Rural),3,0,2020.0,Summer
Warangal (Rural),4,0,2020.0,Summer
Warangal (Rural),5,0,2020.0,Summer
Warangal (Rural),6,0,2020.0,Monsoon
Warangal (Rural),7,0,2020.0,Monsoon
Warangal (Rural),8,0,2020.0,Monsoon
Warangal (Rural),9,0,2020.0,Monsoon
Warangal (Rural),10,0,2020.0,Autumn
Warangal (Rural),11,0,2020.0,Autumn
Warangal (Rural),12,0,2020.0,Winter
Warangal (Urban),1,225,2020.0,Winter
Warangal (Urban),2,225,2020.0,Winter
Warangal (Urban),3,80,2020.0,Summer
Warangal (Urban),4,0,2020.0,Summer
Warangal (Urban),5,0,2020.0,Summer
Warangal (Urban),6,0,2020.0,Monsoon
Warangal (Urban),7,0,2020.0,Monsoon
Warangal (Urban),8,0,2020.0,Monsoon
Warangal (Urban),9,0,2020.0,Monsoon
Warangal (Urban),10,0,2020.0,Autumn
Warangal (Urban),11,0,2020.0,Autumn
Warangal (Urban),12,0,2020.0,Winter
Yadadri Bhongir,1,0,2020.0,Winter
Yadadri Bhongir,2,0,2020.0,Winter
Yadadri Bhongir,3,0,2020.0,Summer
Yadadri Bhongir,4,0,2020.0,Summer
Yadadri Bhongir,5,0,2020.0,Summer
Yadadri Bhongir,6,0,2020.0,Monsoon
Yadadri Bhongir,7,0,2020.0,Monsoon
Yadadri Bhongir,8,0,2020.0,Monsoon
Yadadri Bhongir,9,0,2020.0,Monsoon
Yadadri Bhongir,10,0,2020.0,Autumn
Yadadri Bhongir,11,0,2020.0,Autumn
Yadadri Bhongir,12,0,2020.0,Winter
Adilabad,1,0,2021.0,Winter
Adilabad,2,0,2021.0,Winter
Adilabad,3,0,2021.0,Summer
Adilabad,4,0,2021.0,Summer
Adilabad,5,0,2021.0,Summer
Adilabad,6,0,2021.0,Monsoon
Adilabad,7,0,2021.0,Monsoon
Adilabad,8,0,2021.0,Monsoon
Adilabad,9,0,2021.0,Monsoon
Adilabad,10,0,2021.0,Autumn
Adilabad,11,0,2021.0,Autumn
Adilabad,12,0,2021.0,Winter
Bhadradri Kothagudem,1,0,2021.0,Winter
Bhadradri Kothagudem,2,0,2021.0,Winter
Bhadradri Kothagudem,3,0,2021.0,Summer
Bhadradri Kothagudem,4,0,2021.0,Summer
